Voltage,Current,Power,Energy,Frequency,PF
225.0000,0.4400,93.0000,0.2760,50.0000,0.9400
226.0000,0.4370,92.6000,0.2760,50.0000,0.9400
226.0000,0.4400,93.0000,0.2760,50.0000,0.9400
226.0000,0.4370,92.3000,0.2760,49.9000,0.9400
225.0000,0.4400,92.8000,0.2760,50.0000,0.9400
225.0000,0.4410,92.9000,0.2760,49.9000,0.9300
225.0000,0.4430,93.7000,0.2760,49.9000,0.9400
225.0000,0.4430,93.9000,0.2760,49.9000,0.9400
225.0000,0.4420,93.1000,0.2760,49.9000,0.9300
225.0000,0.4350,91.8000,0.2760,50.0000,0.9400
226.0000,0.4490,94.0000,0.2760,49.9000,0.9300
226.0000,0.4420,93.1000,0.2760,50.0000,0.9300
226.0000,0.4460,93.9000,0.2760,50.0000,0.9300
226.0000,0.4380,92.3000,0.2760,49.9000,0.9300
226.0000,0.4410,92.8000,0.2760,50.0000,0.9300
226.0000,0.4480,94.4000,0.2760,50.0000,0.9300
226.0000,0.4350,91.5000,0.2760,50.0000,0.9300
225.0000,0.4450,93.8000,0.2760,50.0000,0.9400
226.0000,0.4410,93.4000,0.2760,50.0000,0.9400
226.0000,0.4410,92.9000,0.2770,50.0000,0.9300
226.0000,0.4400,92.6000,0.2770,50.0000,0.9300
226.0000,0.4480,94.1000,0.2770,50.0000,0.9300
225.0000,0.4410,92.5000,0.2770,50.0000,0.9300
226.0000,0.4390,92.4000,0.2770,50.0000,0.9300
226.0000,0.4430,93.1000,0.2770,50.0000,0.9300
225.0000,0.4440,93.2000,0.2770,50.0000,0.9300
225.0000,0.4470,93.3000,0.2770,49.9000,0.9300
225.0000,0.4420,93.2000,0.2770,50.0000,0.9400
225.0000,0.4420,92.9000,0.2770,50.0000,0.9300
225.0000,0.4480,94.0000,0.2770,50.0000,0.9300
225.0000,0.4420,92.7000,0.2770,50.0000,0.9300
226.0000,0.4420,92.9000,0.2770,50.0000,0.9300
225.0000,0.4380,92.7000,0.2770,50.0000,0.9400
226.0000,0.4390,92.5000,0.2770,49.9000,0.9300
226.0000,0.4360,92.2000,0.2770,49.9000,0.9400
226.0000,0.4370,92.2000,0.2770,49.9000,0.9300
226.0000,0.4360,92.4000,0.2770,49.9000,0.9400
226.0000,0.4400,92.5000,0.2770,50.0000,0.9300
225.0000,0.4610,96.8000,0.2780,49.9000,0.9300
