Voltage,Current,Power,Energy,Frequency,PF
223.0000,0.3040,61.0000,0.2240,50.0000,0.9000
223.0000,0.3020,60.5000,0.2240,50.0000,0.9000
223.0000,0.3020,60.7000,0.2240,50.0000,0.9000
223.0000,0.3090,62.0000,0.2240,50.0000,0.9000
223.0000,0.3050,61.2000,0.2240,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3160,63.4000,0.2250,50.0000,0.9000
223.0000,0.3030,60.6000,0.2250,50.0000,0.9000
223.0000,0.3060,61.5000,0.2250,50.0000,0.9000
223.0000,0.3110,62.6000,0.2250,50.0000,0.9000
223.0000,0.3050,61.3000,0.2250,50.0000,0.9000
223.0000,0.3040,60.9000,0.2250,50.0000,0.9000
223.0000,0.3050,61.2000,0.2250,50.0000,0.9000
223.0000,0.3020,60.6000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3020,60.6000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3010,60.3000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3010,60.3000,0.2250,50.0000,0.9000
223.0000,0.3030,60.9000,0.2250,50.0000,0.9000
223.0000,0.3010,60.3000,0.2250,50.0000,0.9000
223.0000,0.3010,60.4000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3070,61.6000,0.2250,50.0000,0.9000
223.0000,0.3040,61.0000,0.2250,50.0000,0.9000
223.0000,0.3000,60.1000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3020,60.5000,0.2250,50.0000,0.9000
223.0000,0.3020,60.4000,0.2250,50.0000,0.9000
223.0000,0.3000,60.6000,0.2250,50.0000,0.9100
223.0000,0.3040,61.0000,0.2250,50.0000,0.9000
223.0000,0.3030,60.7000,0.2260,50.0000,0.9000
223.0000,0.3030,60.7000,0.2260,50.0000,0.9000
223.0000,0.3060,61.4000,0.2260,50.0000,0.9000
223.0000,0.3010,60.4000,0.2260,50.0000,0.9000
223.0000,0.3020,60.5000,0.2260,50.0000,0.9000
223.0000,0.3010,60.4000,0.2260,50.0000,0.9000
223.0000,0.3010,60.5000,0.2260,50.0000,0.9000
223.0000,0.3020,60.5000,0.2260,50.0000,0.9000
223.0000,0.3010,60.4000,0.2260,50.0000,0.9000
223.0000,0.3020,60.7000,0.2260,50.0000,0.9000
223.0000,0.3000,60.2000,0.2260,50.0000,0.9000
223.0000,0.3010,60.4000,0.2260,50.0000,0.9000
223.0000,0.3000,60.1000,0.2260,50.0000,0.9000
222.0000,0.3020,60.4000,0.2260,50.0000,0.9000
223.0000,0.3010,60.3000,0.2260,50.0000,0.9000
223.0000,0.3010,60.3000,0.2260,50.0000,0.9000
222.0000,0.3040,61.0000,0.2260,50.0000,0.9000
223.0000,0.3000,60.2000,0.2260,50.0000,0.9000
223.0000,0.3020,60.6000,0.2260,50.0000,0.9000
223.0000,0.3000,60.1000,0.2260,50.0000,0.9000
223.0000,0.3020,60.6000,0.2260,50.0000,0.9000
223.0000,0.3010,60.4000,0.2260,50.0000,0.9000
223.0000,0.3080,61.7000,0.2260,50.0000,0.9000
223.0000,0.3030,60.9000,0.2260,50.0000,0.9000
223.0000,0.3090,61.9000,0.2260,50.0000,0.9000
223.0000,0.3030,60.8000,0.2260,50.0000,0.9000
223.0000,0.3020,60.5000,0.2260,50.0000,0.9000
223.0000,0.3030,60.7000,0.2260,50.0000,0.9000
223.0000,0.3040,61.2000,0.2260,50.0000,0.9000
223.0000,0.3040,60.9000,0.2260,50.0000,0.9000
